algorithm,accuracy,cv_mean,cv_std,train_time,predict_time
我们的决策树,0.729757085020243,0.729757085020243,0.0,0.3420448303222656,0.0034627914428710938
SVM,0.7257085020242915,0.7285148362630041,0.005722108560580046,1.1227681636810303,0.4942169189453125
随机森林,0.7252024291497976,0.7262877568800287,0.005885676246681457,0.3444094657897949,0.015116214752197266
梯度提升,0.7211538461538461,0.7187974171065444,0.00484081186234456,1.8972458839416504,0.0036551952362060547
sklearn决策树,0.6831983805668016,0.7008794137241839,0.007817226975206948,0.025534629821777344,0.0005812644958496094
神经网络,0.6816801619433198,0.6608959155434839,0.012117540285894872,11.253528118133545,0.0019092559814453125
